,participant_id,ed_level,english,age,platform,img_pres,q_type,indv_q_score,knowledge,article_time,word_count,q_time,vis_q_consistency,question,article_title,question_id,article_id
41,11464462062293107139,postdoctoral,Advanced,40.0,LabintheWild,True,image,1.0,1.0,52.18,337.0,6.217,,Which is a leafy seadragon?,Leafy seadragon,833,230
42,11464462062293107139,postdoctoral,Advanced,40.0,LabintheWild,False,non_vis,1.0,1.0,53.289,515.0,6.288,,What does 'Mosi-oa-Tunya' roughly translate to?,Victoria Falls,278,328
43,11464462062293107139,postdoctoral,Advanced,40.0,LabintheWild,False,vis,1.0,1.0,53.289,515.0,7.198,,,Victoria Falls,0,328
44,11464462062293107139,postdoctoral,Advanced,40.0,LabintheWild,False,image,0.0,1.0,53.289,515.0,26.028,,Which is Victoria Falls?,Victoria Falls,888,328
45,1493450679508681829,postdoctoral,,46.0,LabintheWild,True,non_vis,0.0,1.0,270.612,1214.0,19.682,0.0,When was the Crown of the  Holy Roman Empire made?,Imperial Crown of the Holy Roman Empire,130,280
46,1493450679508681829,postdoctoral,,46.0,LabintheWild,True,vis,1.0,1.0,270.612,1214.0,7.5,0.0,How do a caiman's teeth compare to an alligator's teeth?,Imperial Crown of the Holy Roman Empire,699,280
47,1493450679508681829,postdoctoral,,46.0,LabintheWild,True,image,1.0,1.0,270.612,1214.0,10.145,0.0,Which of these is the IMperial Crown of the Holy Roman Empire?,Imperial Crown of the Holy Roman Empire,180,280
48,1493450679508681829,postdoctoral,,46.0,LabintheWild,True,non_vis,1.0,3.0,65.999,274.0,,,What special ingredient is added to the coffee at Café du Monde?,Cafe du Monde,700,165
49,1493450679508681829,postdoctoral,,46.0,LabintheWild,True,vis,1.0,3.0,65.999,274.0,,,,Cafe du Monde,0,165
50,1493450679508681829,postdoctoral,,46.0,LabintheWild,True,image,1.0,3.0,65.999,274.0,8.319,,Which is a beignet from Cafe du Monde?,Cafe du Monde,201,165
51,1493450679508681829,postdoctoral,,46.0,LabintheWild,False,non_vis,1.0,1.0,105.257,455.0,7.5,,Which is the largest caiman species in the world?,Caiman,918,679
52,1493450679508681829,postdoctoral,,46.0,LabintheWild,False,vis,1.0,1.0,105.257,455.0,10.366,,,Caiman,0,679
53,1493450679508681829,postdoctoral,,46.0,LabintheWild,False,image,1.0,1.0,105.257,455.0,32.002,,Which is a caiman?,Caiman,43,679
54,2086834585800428594,postdoctoral,Advanced,42.0,LabintheWild,True,non_vis,1.0,1.0,84.34,397.0,10.013,1.0,"In which regions can you find the ""parasol"" mushroom?",Macrolepiota procera,857,455
55,2086834585800428594,postdoctoral,Advanced,42.0,LabintheWild,True,vis,0.0,1.0,84.34,397.0,13.907,1.0,The eyes of the woman depicted are wide open,Macrolepiota procera,714,455
56,2086834585800428594,postdoctoral,Advanced,42.0,LabintheWild,True,image,1.0,1.0,84.34,397.0,13.547,1.0,Which of these examples is a Macrolepiota procera?,Macrolepiota procera,691,455
57,2086834585800428594,postdoctoral,Advanced,42.0,LabintheWild,False,non_vis,0.0,2.0,275.66,526.0,,,"Where is Donatellos David located?

",David (Donatello),213,184
58,2086834585800428594,postdoctoral,Advanced,42.0,LabintheWild,False,vis,1.0,2.0,275.66,526.0,,,,David (Donatello),0,184
59,2086834585800428594,postdoctoral,Advanced,42.0,LabintheWild,False,image,1.0,2.0,275.66,526.0,39.899,,Which one is Donatello's David?,David (Donatello),827,184
60,2086834585800428594,postdoctoral,Advanced,42.0,LabintheWild,True,non_vis,1.0,1.0,159.479,619.0,8.499,,"When was ""La Scapigliata"" painted?",La Scapigliata,188,374
61,2086834585800428594,postdoctoral,Advanced,42.0,LabintheWild,True,vis,1.0,1.0,159.479,619.0,9.21,,,La Scapigliata,0,374
62,2086834585800428594,postdoctoral,Advanced,42.0,LabintheWild,True,image,1.0,1.0,159.479,619.0,15.774,,"Which of these paintings is ""La Scapigliata""?",La Scapigliata,32,374
63,4069447298798405042,college,Intermediate,30.0,LabintheWild,True,non_vis,0.0,1.0,138.327,311.0,10.897,0.0,All Scottish Folds are born with folded ears.,Scottish Fold,91,314
64,4069447298798405042,college,Intermediate,30.0,LabintheWild,True,vis,1.0,1.0,138.327,311.0,6.477,0.0,What is iconic about Posada's satirical portraits?,Scottish Fold,278,314
65,4069447298798405042,college,Intermediate,30.0,LabintheWild,True,image,1.0,1.0,138.327,311.0,16.968,0.0,Which is a Scottish Fold?,Scottish Fold,53,314
66,4069447298798405042,college,Intermediate,30.0,LabintheWild,False,non_vis,0.0,2.0,109.855,530.0,,,In what city is the Taj Mahal located?,Taj Mahal,874,160
67,4069447298798405042,college,Intermediate,30.0,LabintheWild,False,vis,0.0,2.0,109.855,530.0,,,,Taj Mahal,0,160
68,4069447298798405042,college,Intermediate,30.0,LabintheWild,False,image,1.0,2.0,109.855,530.0,21.283,,Which is not part of the Taj Mahal?,Taj Mahal,655,160
69,4069447298798405042,college,Intermediate,30.0,LabintheWild,True,non_vis,1.0,1.0,137.69,376.0,10.504,,What type of printing did Jose Guadalupe Posada use for his art?,Jose Guadalupe Posada,919,933
70,4069447298798405042,college,Intermediate,30.0,LabintheWild,True,vis,1.0,1.0,137.69,376.0,8.773,,,Jose Guadalupe Posada,0,933
71,4069447298798405042,college,Intermediate,30.0,LabintheWild,True,image,1.0,1.0,137.69,376.0,22.958,,Which is a work by Jose Guadalupe Posada?,Jose Guadalupe Posada,250,933
72,13492423772792307996,PhD,Advanced,27.0,LabintheWild,True,non_vis,1.0,1.0,24.144,397.0,9.728,1.0,"In which regions can you find the ""parasol"" mushroom?",Macrolepiota procera,857,455
73,13492423772792307996,PhD,Advanced,27.0,LabintheWild,True,vis,0.0,1.0,24.144,397.0,11.117,1.0,What is the usual base of a pincho?,Macrolepiota procera,504,455
74,13492423772792307996,PhD,Advanced,27.0,LabintheWild,True,image,0.0,1.0,24.144,397.0,22.188,1.0,Which of these examples is a Macrolepiota procera?,Macrolepiota procera,691,455
75,13492423772792307996,PhD,Advanced,27.0,LabintheWild,True,non_vis,1.0,1.0,50.218,410.0,,,Where is Shingle style architecture in the United States most often found?,Shingle Style Architecture,406,773
76,13492423772792307996,PhD,Advanced,27.0,LabintheWild,True,vis,1.0,1.0,50.218,410.0,,,,Shingle Style Architecture,0,773
77,13492423772792307996,PhD,Advanced,27.0,LabintheWild,True,image,1.0,1.0,50.218,410.0,21.203,,Which is an example of the shingle style?,Shingle Style Architecture,433,773
78,13492423772792307996,PhD,Advanced,27.0,LabintheWild,False,non_vis,0.0,1.0,41.307,436.0,7.066,,In what part of Spain are pinchos traditionally consumed?,Pincho,326,480
79,13492423772792307996,PhD,Advanced,27.0,LabintheWild,False,vis,1.0,1.0,41.307,436.0,7.115,,,Pincho,0,480
80,13492423772792307996,PhD,Advanced,27.0,LabintheWild,False,image,1.0,1.0,41.307,436.0,9.144,,Which is a pincho?,Pincho,629,480
81,10284575444641466665,PhD,Advanced,25.0,LabintheWild,True,non_vis,0.0,1.0,140.374,619.0,16.41,0.0,"When was ""La Scapigliata"" painted?",La Scapigliata,188,374
82,10284575444641466665,PhD,Advanced,25.0,LabintheWild,True,vis,1.0,1.0,140.374,619.0,9.758,0.0,What is sculpted on the staute's forehead?,La Scapigliata,431,374
83,10284575444641466665,PhD,Advanced,25.0,LabintheWild,True,image,1.0,1.0,140.374,619.0,12.752,0.0,"Which of these paintings is ""La Scapigliata""?",La Scapigliata,32,374
84,10284575444641466665,PhD,Advanced,25.0,LabintheWild,True,non_vis,1.0,1.0,161.723,423.0,,,What war did the United States manufacture hundreds of thousands of Quonset huts for?,Quonset hut,145,209
85,10284575444641466665,PhD,Advanced,25.0,LabintheWild,True,vis,1.0,1.0,161.723,423.0,,,,Quonset hut,0,209
86,10284575444641466665,PhD,Advanced,25.0,LabintheWild,True,image,1.0,1.0,161.723,423.0,14.622,,Which is a Quonset hut?,Quonset hut,700,209
87,10284575444641466665,PhD,Advanced,25.0,LabintheWild,True,non_vis,1.0,1.0,129.265,336.0,8.721,,Which egyptian deity does the statue represent?,Gayer-Anderson cat,811,466
88,10284575444641466665,PhD,Advanced,25.0,LabintheWild,True,vis,1.0,1.0,129.265,336.0,13.443,,,Gayer-Anderson cat,0,466
89,10284575444641466665,PhD,Advanced,25.0,LabintheWild,True,image,1.0,1.0,129.265,336.0,12.542,,Which of these is the Gayer-Anderson cat?,Gayer-Anderson cat,187,466
90,387968282031965207,PhD,,40.0,LabintheWild,False,non_vis,1.0,2.0,22.644,410.0,10.254,0.0,Where is Shingle style architecture in the United States most often found?,Shingle Style Architecture,406,773
91,387968282031965207,PhD,,40.0,LabintheWild,False,vis,1.0,2.0,22.644,410.0,7.242,0.0,Which is the shape Ketupat  Dumplings?,Shingle Style Architecture,322,773
92,387968282031965207,PhD,,40.0,LabintheWild,False,image,0.0,2.0,22.644,410.0,20.625,0.0,Which is an example of the shingle style?,Shingle Style Architecture,433,773
93,387968282031965207,PhD,,40.0,LabintheWild,True,non_vis,0.0,1.0,58.421,423.0,,,What war did the United States manufacture hundreds of thousands of Quonset huts for?,Quonset hut,145,209
94,387968282031965207,PhD,,40.0,LabintheWild,True,vis,1.0,1.0,58.421,423.0,,,,Quonset hut,0,209
95,387968282031965207,PhD,,40.0,LabintheWild,True,image,1.0,1.0,58.421,423.0,15.701,,Which is a Quonset hut?,Quonset hut,700,209
96,387968282031965207,PhD,,40.0,LabintheWild,True,non_vis,0.0,1.0,25.093,332.0,13.074,,Ketupat is used in Bali for temple decorations.,Ketupat,46,792
97,387968282031965207,PhD,,40.0,LabintheWild,True,vis,1.0,1.0,25.093,332.0,8.93,,,Ketupat,0,792
98,387968282031965207,PhD,,40.0,LabintheWild,True,image,1.0,1.0,25.093,332.0,10.023,,Which of these is a plate of Ketupat?,Ketupat,308,792
99,10126617533104934739,graduate school,Upper-Intermediate,41.0,LabintheWild,True,non_vis,1.0,1.0,54.722,175.0,8.629,1.0,Where are erkes used?,Erke,31,236
100,10126617533104934739,graduate school,Upper-Intermediate,41.0,LabintheWild,True,vis,0.0,1.0,54.722,175.0,15.737,1.0,What shape is a Gujia?,Erke,899,236
101,10126617533104934739,graduate school,Upper-Intermediate,41.0,LabintheWild,True,image,1.0,1.0,54.722,175.0,20.786,1.0,Which is an example of an erke?,Erke,915,236
102,10126617533104934739,graduate school,Upper-Intermediate,41.0,LabintheWild,True,non_vis,1.0,1.0,217.187,793.0,,,Who was the Qutb Minar named after?,Qutb Minar,438,741
103,10126617533104934739,graduate school,Upper-Intermediate,41.0,LabintheWild,True,vis,1.0,1.0,217.187,793.0,,,,Qutb Minar,0,741
104,10126617533104934739,graduate school,Upper-Intermediate,41.0,LabintheWild,True,image,1.0,1.0,217.187,793.0,20.26,,Which is the Qutb Minar?,Qutb Minar,757,741
105,10126617533104934739,graduate school,Upper-Intermediate,41.0,LabintheWild,True,non_vis,1.0,1.0,104.019,352.0,6.945,,Which country is Gujia from?,Gujia,540,321
106,10126617533104934739,graduate school,Upper-Intermediate,41.0,LabintheWild,True,vis,1.0,1.0,104.019,352.0,7.36,,,Gujia,0,321
107,10126617533104934739,graduate school,Upper-Intermediate,41.0,LabintheWild,True,image,1.0,1.0,104.019,352.0,12.651,,Which is an example of a Gujia?,Gujia,679,321
108,18147690260471500651,graduate school,Upper-Intermediate,54.0,LabintheWild,True,non_vis,1.0,3.0,56.498,1214.0,10.063,1.0,When was the Crown of the  Holy Roman Empire made?,Imperial Crown of the Holy Roman Empire,130,280
109,18147690260471500651,graduate school,Upper-Intermediate,54.0,LabintheWild,True,vis,1.0,3.0,56.498,1214.0,7.222,1.0,What architectural feature characterizes the pagoda?,Imperial Crown of the Holy Roman Empire,625,280
110,18147690260471500651,graduate school,Upper-Intermediate,54.0,LabintheWild,True,image,1.0,3.0,56.498,1214.0,10.323,1.0,Which of these is the IMperial Crown of the Holy Roman Empire?,Imperial Crown of the Holy Roman Empire,180,280
111,18147690260471500651,graduate school,Upper-Intermediate,54.0,LabintheWild,False,non_vis,1.0,2.0,61.72,274.0,,,What special ingredient is added to the coffee at Café du Monde?,Cafe du Monde,700,165
112,18147690260471500651,graduate school,Upper-Intermediate,54.0,LabintheWild,False,vis,1.0,2.0,61.72,274.0,,,,Cafe du Monde,0,165
113,18147690260471500651,graduate school,Upper-Intermediate,54.0,LabintheWild,False,image,1.0,2.0,61.72,274.0,10.66,,Which is a beignet from Cafe du Monde?,Cafe du Monde,201,165
114,18147690260471500651,graduate school,Upper-Intermediate,54.0,LabintheWild,True,non_vis,1.0,3.0,81.252,395.0,9.33,,What did pagodas originally house?,Pagoda,792,785
115,18147690260471500651,graduate school,Upper-Intermediate,54.0,LabintheWild,True,vis,1.0,3.0,81.252,395.0,22.607,,,Pagoda,0,785
116,18147690260471500651,graduate school,Upper-Intermediate,54.0,LabintheWild,True,image,1.0,3.0,81.252,395.0,13.274,,Which is a pagoda?,Pagoda,171,785
117,716104570519503538,PhD,Basic,35.0,LabintheWild,False,non_vis,1.0,1.0,3.835,397.0,16.842,0.0,"In which regions can you find the ""parasol"" mushroom?",Macrolepiota procera,857,455
118,716104570519503538,PhD,Basic,35.0,LabintheWild,False,vis,0.0,1.0,3.835,397.0,9.54,0.0,How many hinged plates construct the base of the crown?,Macrolepiota procera,15,455
119,716104570519503538,PhD,Basic,35.0,LabintheWild,False,image,0.0,1.0,3.835,397.0,16.976,0.0,Which of these examples is a Macrolepiota procera?,Macrolepiota procera,691,455
120,716104570519503538,PhD,Basic,35.0,LabintheWild,True,non_vis,0.0,1.0,4.871,410.0,,,Where is Shingle style architecture in the United States most often found?,Shingle Style Architecture,406,773
121,716104570519503538,PhD,Basic,35.0,LabintheWild,True,vis,0.0,1.0,4.871,410.0,,,,Shingle Style Architecture,0,773
122,716104570519503538,PhD,Basic,35.0,LabintheWild,True,image,0.0,1.0,4.871,410.0,7.935,,Which is an example of the shingle style?,Shingle Style Architecture,433,773
123,716104570519503538,PhD,Basic,35.0,LabintheWild,False,non_vis,0.0,3.0,3.731,1214.0,9.868,,When was the Crown of the  Holy Roman Empire made?,Imperial Crown of the Holy Roman Empire,130,280
124,716104570519503538,PhD,Basic,35.0,LabintheWild,False,vis,0.0,3.0,3.731,1214.0,18.133,,,Imperial Crown of the Holy Roman Empire,0,280
125,716104570519503538,PhD,Basic,35.0,LabintheWild,False,image,1.0,3.0,3.731,1214.0,7.229,,Which of these is the IMperial Crown of the Holy Roman Empire?,Imperial Crown of the Holy Roman Empire,180,280
126,12101864319680138836,college,Advanced,22.0,LabintheWild,True,non_vis,1.0,1.0,115.441,619.0,9.526,0.0,"When was ""La Scapigliata"" painted?",La Scapigliata,188,374
127,12101864319680138836,college,Advanced,22.0,LabintheWild,True,vis,1.0,1.0,115.441,619.0,7.455,0.0,What is the exterior of the erke is wrapped in? ,La Scapigliata,283,374
128,12101864319680138836,college,Advanced,22.0,LabintheWild,True,image,1.0,1.0,115.441,619.0,11.173,0.0,"Which of these paintings is ""La Scapigliata""?",La Scapigliata,32,374
129,12101864319680138836,college,Advanced,22.0,LabintheWild,True,non_vis,1.0,1.0,120.992,435.0,,,Where is the Children's Peace Monument located?,Children's Peace Monument,304,172
130,12101864319680138836,college,Advanced,22.0,LabintheWild,True,vis,1.0,1.0,120.992,435.0,,,,Children's Peace Monument,0,172
131,12101864319680138836,college,Advanced,22.0,LabintheWild,True,image,1.0,1.0,120.992,435.0,9.371,,Which of these is the Children's Peace Monument? ,Children's Peace Monument,745,172
132,12101864319680138836,college,Advanced,22.0,LabintheWild,False,non_vis,1.0,1.0,60.263,175.0,7.683,,Where are erkes used?,Erke,31,236
133,12101864319680138836,college,Advanced,22.0,LabintheWild,False,vis,1.0,1.0,60.263,175.0,7.61,,,Erke,0,236
134,12101864319680138836,college,Advanced,22.0,LabintheWild,False,image,1.0,1.0,60.263,175.0,26.268,,Which is an example of an erke?,Erke,915,236
135,9403922988231183151,graduate school,Intermediate,21.0,LabintheWild,False,non_vis,1.0,1.0,7.609,352.0,5.874,1.0,Which country is Gujia from?,Gujia,540,321
136,9403922988231183151,graduate school,Intermediate,21.0,LabintheWild,False,vis,1.0,1.0,7.609,352.0,6.372,1.0,What is the traditional shape of a Detroit-style pizza?,Gujia,230,321
137,9403922988231183151,graduate school,Intermediate,21.0,LabintheWild,False,image,1.0,1.0,7.609,352.0,11.812,1.0,Which is an example of a Gujia?,Gujia,679,321
138,9403922988231183151,graduate school,Intermediate,21.0,LabintheWild,False,non_vis,0.0,1.0,43.162,662.0,,,What is the name of the floor-based heating system traditionally used in hanoks?,Hanok,406,246
139,9403922988231183151,graduate school,Intermediate,21.0,LabintheWild,False,vis,1.0,1.0,43.162,662.0,,,,Hanok,0,246
140,9403922988231183151,graduate school,Intermediate,21.0,LabintheWild,False,image,0.0,1.0,43.162,662.0,21.054,,Which is an example of a hanok?,Hanok,729,246
141,9403922988231183151,graduate school,Intermediate,21.0,LabintheWild,True,non_vis,0.0,2.0,12.73,266.0,6.724,,When was the Detroit-style pizza developed?,Detroit-style pizza,436,559
142,9403922988231183151,graduate school,Intermediate,21.0,LabintheWild,True,vis,0.0,2.0,12.73,266.0,5.667,,,Detroit-style pizza,0,559
143,9403922988231183151,graduate school,Intermediate,21.0,LabintheWild,True,image,1.0,2.0,12.73,266.0,5.633,,What is an example of a Detroit-style pizza?,Detroit-style pizza,598,559
144,107210053577885973,high school,Advanced,18.0,LabintheWild,False,non_vis,1.0,3.0,39.483,582.0,6.675,1.0,When was the last recorded sighting of a South China tiger in the wild?,South China tiger,43,422
145,107210053577885973,high school,Advanced,18.0,LabintheWild,False,vis,1.0,3.0,39.483,582.0,10.815,1.0,What shape is the cross-section on the front and back of the Quonset hut?,South China tiger,545,422
146,107210053577885973,high school,Advanced,18.0,LabintheWild,False,image,0.0,3.0,39.483,582.0,13.674,1.0,Which is the South China tiger?,South China tiger,387,422
147,107210053577885973,high school,Advanced,18.0,LabintheWild,False,non_vis,1.0,3.0,121.048,515.0,,,What does 'Mosi-oa-Tunya' roughly translate to?,Victoria Falls,278,328
148,107210053577885973,high school,Advanced,18.0,LabintheWild,False,vis,1.0,3.0,121.048,515.0,,,,Victoria Falls,0,328
149,107210053577885973,high school,Advanced,18.0,LabintheWild,False,image,0.0,3.0,121.048,515.0,26.336,,Which is Victoria Falls?,Victoria Falls,888,328
150,107210053577885973,high school,Advanced,18.0,LabintheWild,False,non_vis,1.0,1.0,99.682,423.0,5.834,,What war did the United States manufacture hundreds of thousands of Quonset huts for?,Quonset hut,145,209
151,107210053577885973,high school,Advanced,18.0,LabintheWild,False,vis,1.0,1.0,99.682,423.0,6.746,,,Quonset hut,0,209
152,107210053577885973,high school,Advanced,18.0,LabintheWild,False,image,0.0,1.0,99.682,423.0,18.02,,Which is a Quonset hut?,Quonset hut,700,209
153,2354559327628968340,college,Upper-Intermediate,24.0,LabintheWild,False,non_vis,1.0,1.0,95.391,337.0,8.431,0.0,Where can the leafy seadragon be found?,Leafy seadragon,724,230
154,2354559327628968340,college,Upper-Intermediate,24.0,LabintheWild,False,vis,1.0,1.0,95.391,337.0,6.889,0.0,"What are the characteristic wide, shallow grooves along the Folsom point's edges called?",Leafy seadragon,953,230
155,2354559327628968340,college,Upper-Intermediate,24.0,LabintheWild,False,image,1.0,1.0,95.391,337.0,11.503,0.0,Which is a leafy seadragon?,Leafy seadragon,833,230
156,2354559327628968340,college,Upper-Intermediate,24.0,LabintheWild,False,non_vis,1.0,1.0,112.333,436.0,,,In what part of Spain are pinchos traditionally consumed?,Pincho,326,480
157,2354559327628968340,college,Upper-Intermediate,24.0,LabintheWild,False,vis,1.0,1.0,112.333,436.0,,,,Pincho,0,480
158,2354559327628968340,college,Upper-Intermediate,24.0,LabintheWild,False,image,1.0,1.0,112.333,436.0,10.92,,Which is a pincho?,Pincho,629,480
159,2354559327628968340,college,Upper-Intermediate,24.0,LabintheWild,False,non_vis,1.0,1.0,89.749,303.0,9.375,,"Where is Folsom Site, the place where the first sample of a Folsom point was found?",Folsom point,839,115
160,2354559327628968340,college,Upper-Intermediate,24.0,LabintheWild,False,vis,1.0,1.0,89.749,303.0,11.569,,,Folsom point,0,115
161,2354559327628968340,college,Upper-Intermediate,24.0,LabintheWild,False,image,0.0,1.0,89.749,303.0,13.208,,Which is a Folsom Point?,Folsom point,332,115
162,13787398821796007643,college,Advanced,21.0,LabintheWild,True,non_vis,1.0,1.0,59.949,413.0,9.513,1.0,What culture are the Stone Spheres of Costa Rica generally attributed to?,Stone spheres of Costa Rica,44,554
163,13787398821796007643,college,Advanced,21.0,LabintheWild,True,vis,0.0,1.0,59.949,413.0,25.09,1.0,What is the shape of the Temple of the Sun?,Stone spheres of Costa Rica,504,554
164,13787398821796007643,college,Advanced,21.0,LabintheWild,True,image,1.0,1.0,59.949,413.0,85.72,1.0,Which are Stone Spheres of Costa Rica?,Stone spheres of Costa Rica,410,554
165,13787398821796007643,college,Advanced,21.0,LabintheWild,True,non_vis,0.0,1.0,48.892,360.0,,,Who sculplted Fountain of the Four Rivers that can be seen on Piazza Navona?,Piazza Navona,205,70
