,participant_id,ed_level,english,age,q_type,indv_q_score,knowledge,q_time,vis_q_consistency,article_title,article_id,question
23,12330140005983011656,graduate school,Upper-Intermediate,24,non_vis,0,1,7.848,,Akara,991,What is the difference between acarajÃ© and abara?
24,12330140005983011656,graduate school,Upper-Intermediate,24,vis,1,3,20.304,0,Carolina Reaper,884,How many Scotville Heat Units (SHU) did the hottest individual Carolina Reaper measure?
25,12330140005983011656,graduate school,Upper-Intermediate,24,vis,0,3,9.03,1,Carolina Reaper,884,The Carolina Reaper has been described as having what kind of taste?
26,12330140005983011656,graduate school,Upper-Intermediate,24,vis,0,1,7.238,,Akara,991,"In the Yoruba culture, akara was specially prepared when what event occurred?"
27,12330140005983011656,graduate school,Upper-Intermediate,24,vis,0,1,7.904,,Akara,991,In which state is the dish traditionally encountered in Brazil?
28,12330140005983011656,graduate school,Upper-Intermediate,24,image,1,3,8.139,,Carolina Reaper,884,Which is a Carolina Reaper pepper?
29,12330140005983011656,graduate school,Upper-Intermediate,24,image,0,1,9.5,,Akara,991,Which is akara?
30,5927243409490070104,graduate school,Advanced,30,non_vis,0,1,13.782,,Ingapirca,479,What is the shape of the Temple of the Sun?
31,5927243409490070104,graduate school,Advanced,30,non_vis,0,1,11.127,,Ingapirca,479,"What does it mean that the Temple of the Sun was constructed in the ""Inca way""?"
32,5927243409490070104,graduate school,Advanced,30,non_vis,1,1,7.189,,Cafe du Monde,743,What are beignets served with at CafÃ© du Monde?
33,5927243409490070104,graduate school,Advanced,30,non_vis,0,1,7.524,,Cafe du Monde,743,What shape are CafÃ© du Monde beignets?
34,5927243409490070104,graduate school,Advanced,30,vis,1,1,11.491,1,Ingapirca,479,Who originally settled the area of Ingapirca?
35,5927243409490070104,graduate school,Advanced,30,vis,0,1,23.212,0,Ingapirca,479,What modern-day Ecuadorian city did the Inca TÃºpac Yupanqui improve as a political strategy to conquer the indigenous people of Ingapirca?
36,5927243409490070104,graduate school,Advanced,30,vis,1,1,8.703,,Cafe du Monde,743,What special ingredient is added to the coffee at CafÃ© du Monde?
37,5927243409490070104,graduate school,Advanced,30,vis,1,1,6.26,,Cafe du Monde,743,Who brought beignets to New Orleans in the 18th century?
38,5927243409490070104,graduate school,Advanced,30,image,0,1,10.377,,Ingapirca,479,Which is Ingapirca?
39,5927243409490070104,graduate school,Advanced,30,image,1,1,14.224,,Cafe du Monde,743,Which is a beignet from Cafe du Monde?
40,13231315721027208165,graduate school,Advanced,32,non_vis,1,1,11.596,,El Panecillo,655,What aspect of the Virgin of El Panecillo is considered untraditional?
41,13231315721027208165,graduate school,Advanced,32,non_vis,1,1,4.429,,El Panecillo,655,What is the Virgin of El Panecillo made of?
42,13231315721027208165,graduate school,Advanced,32,non_vis,1,1,10.891,,Qutb Minar,456,What material are the bottom three storeys of columns made of?
43,13231315721027208165,graduate school,Advanced,32,non_vis,1,1,8.985,,Qutb Minar,456,What is unique about the decoration of the balconies of the Qutb Minar?
44,13231315721027208165,graduate school,Advanced,32,vis,1,1,4.82,1,El Panecillo,655,What religious order commissioned the building of the Virgin of El Panecillo?
45,13231315721027208165,graduate school,Advanced,32,vis,1,1,4.692,0,El Panecillo,655,"According to Jesuit historian Juan de Velasco, what was located on top of El Panecillo before the arrival of the Spanish?"
46,13231315721027208165,graduate school,Advanced,32,vis,1,1,11.467,0,Qutb Minar,456,Who was the Qutb Minar named after?
47,13231315721027208165,graduate school,Advanced,32,vis,1,1,7.53,1,Qutb Minar,456,What is the only other brick minaret that is possibly older than the Qutb Minar?
48,13231315721027208165,graduate school,Advanced,32,image,0,1,15.294,,El Panecillo,655,Which is the Virgen of El Panecillo?
49,13231315721027208165,graduate school,Advanced,32,image,1,1,9.394,,Qutb Minar,456,Which is the Qutb Minar?
50,4922199212525045640,high school,Advanced,35,non_vis,1,1,22.009,,Shingle Style Architecture,356,What feature was common for shingle style houses?
51,4922199212525045640,high school,Advanced,35,non_vis,0,1,19.576,,Shingle Style Architecture,356,What is a famous example of the shingle style house?
52,4922199212525045640,high school,Advanced,35,non_vis,1,1,8.133,,Gujia,296,What shape is a Gujia?
53,4922199212525045640,high school,Advanced,35,non_vis,0,1,9.305,,Gujia,296,How is a gujia prepared?
54,4922199212525045640,high school,Advanced,35,vis,0,1,16.714,0,Shingle Style Architecture,356,Where is Shingle style architecture in the United States most often found?
55,4922199212525045640,high school,Advanced,35,vis,0,1,12.099,0,Shingle Style Architecture,356,The shingle style was a response to which architectural movement?
56,4922199212525045640,high school,Advanced,35,vis,1,1,7.186,1,Gujia,296,Which country is Gujia from?
57,4922199212525045640,high school,Advanced,35,vis,0,1,5.903,0,Gujia,296,What is a common filling for Gujia?
58,4922199212525045640,high school,Advanced,35,image,0,1,15.696,,Shingle Style Architecture,356,Which is an example of the shingle style?
59,4922199212525045640,high school,Advanced,35,image,0,1,18.291,,Gujia,296,Which is an example of a Gujia?
60,14539199723259775894,high school,Advanced,24,non_vis,0,1,16.8,,Al pastor,202,What fruit is diced and served on top of the taco al pastor?
61,14539199723259775894,high school,Advanced,24,non_vis,0,1,14.983,,Al pastor,202,What herb is finely chopped and served on top of the taco al pastor?
62,14539199723259775894,high school,Advanced,24,non_vis,1,1,13.144,,Hanok,212,What kind of roofing do hanoks have?
63,14539199723259775894,high school,Advanced,24,non_vis,1,1,9.774,,Hanok,212,What kind of beams do hanoks use?
64,14539199723259775894,high school,Advanced,24,vis,1,1,10.409,0,Al pastor,202,What kind of meat do tacos al pastor typically contain?
65,14539199723259775894,high school,Advanced,24,vis,1,1,7.318,0,Al pastor,202,What Middle Eastern dish inspired the creation of tacos al pastor?
66,14539199723259775894,high school,Advanced,24,vis,0,1,9.005,1,Hanok,212,What is the name of the floor-based heating system traditionally used in hanoks?
67,14539199723259775894,high school,Advanced,24,vis,1,1,6.74,1,Hanok,212,What shape would a hanok in the southern regions of Korea be?
68,14539199723259775894,high school,Advanced,24,image,1,1,15.358,,Al pastor,202,Which is tacos al pastor?
69,14539199723259775894,high school,Advanced,24,image,1,1,10.58,,Hanok,212,Which is an example of a hanok?
70,9599612912630448683,professional school,Upper-Intermediate,27,non_vis,1,1,38.541,,Jose Guadalupe Posada,707,What is iconic about Posada's satirical portraits?
71,9599612912630448683,professional school,Upper-Intermediate,27,non_vis,1,1,25.554,,Jose Guadalupe Posada,707,"Who is Posada criticizing in his best known work, La Calavera Catrina?"
72,9599612912630448683,professional school,Upper-Intermediate,27,non_vis,0,1,6.407,,South China tiger,624,"Compared to the Bengal Tiger, what does the South China tiger's coat look liket?"
73,9599612912630448683,professional school,Upper-Intermediate,27,non_vis,0,1,17.994,,South China tiger,624,What do the South China tiger's stripes look like?
74,9599612912630448683,professional school,Upper-Intermediate,27,vis,0,1,7.836,0,Jose Guadalupe Posada,707,What type of printing did Jose Guadalupe Posada use for his art?
75,9599612912630448683,professional school,Upper-Intermediate,27,vis,1,1,33.185,0,Jose Guadalupe Posada,707,What magazine did Posada continue to make satirical illustrations for during the Mexican Revolution?
76,9599612912630448683,professional school,Upper-Intermediate,27,vis,0,1,10.952,0,South China tiger,624,When was the last recorded sighting of a South China tiger in the wild?
77,9599612912630448683,professional school,Upper-Intermediate,27,vis,1,1,10.189,1,South China tiger,624,Which of the following is frequently prey for the South China tiger?
78,9599612912630448683,professional school,Upper-Intermediate,27,image,1,1,10.039,,Jose Guadalupe Posada,707,Which is a work by Jose Guadalupe Posada?
79,9599612912630448683,professional school,Upper-Intermediate,27,image,1,1,8.909,,South China tiger,624,Which is the South China tiger?
80,2363403348403634805,graduate school,Advanced,34,non_vis,0,1,45.318,,Macrolepiota procera,634,"At full maturity, which shape does the cap have?"
81,2363403348403634805,graduate school,Advanced,34,non_vis,0,1,12.4,,Macrolepiota procera,634,What is the characteristic pattern of the parasol mushroom's cap?
82,2363403348403634805,graduate school,Advanced,34,non_vis,0,1,14.124,,Bagna cÃ uda,594,Which type of dish is Bagna Cauda?
83,2363403348403634805,graduate school,Advanced,34,non_vis,0,1,16.792,,Bagna cÃ uda,594,Which Color is Bagna Cauda?
84,2363403348403634805,graduate school,Advanced,34,vis,0,1,13.519,0,Macrolepiota procera,634,"In which regions can you find the ""parasol"" mushroom?"
85,2363403348403634805,graduate school,Advanced,34,vis,0,1,14.816,1,Macrolepiota procera,634,Is the parasol mushroom edible?
86,2363403348403634805,graduate school,Advanced,34,vis,0,1,9.864,1,Bagna cÃ uda,594,Which Italian region is Bagna Caoda from?
87,2363403348403634805,graduate school,Advanced,34,vis,0,1,11.916,1,Bagna cÃ uda,594,What is generally bagna caoda served with?
88,2363403348403634805,graduate school,Advanced,34,image,1,1,15.095,,Macrolepiota procera,634,Which of these examples is a Macrolepiota procera?
89,2363403348403634805,graduate school,Advanced,34,image,1,1,10.097,,Bagna cÃ uda,594,What is an example of Bagna Cauda?
90,13445757054760930056,graduate school,Advanced,29,non_vis,1,1,49.867,,Quonset hut,495,What shape is the cross-section on the front and back of the Quonset hut?
91,13445757054760930056,graduate school,Advanced,29,non_vis,1,1,75.856,,Quonset hut,495,What are the walls of the Quonset hut made of?
92,13445757054760930056,graduate school,Advanced,29,non_vis,1,1,5.766,,Boyoz,550,What is the shape of boyoz?
93,13445757054760930056,graduate school,Advanced,29,non_vis,1,1,9.818,,Boyoz,550,What is the most popular stuffing of boyoz?
94,13445757054760930056,graduate school,Advanced,29,vis,1,1,11.178,1,Quonset hut,495,What war did the United States manufacture hundreds of thousands of Quonset huts for?
95,13445757054760930056,graduate school,Advanced,29,vis,1,1,6.049,0,Quonset hut,495,Where were Quonset huts first manufactured?
96,13445757054760930056,graduate school,Advanced,29,vis,1,1,5.401,1,Boyoz,550,What Turkish city is Boyoz associated with?
97,13445757054760930056,graduate school,Advanced,29,vis,1,1,8.616,0,Boyoz,550,What beverage is boyoz usually served with?
98,13445757054760930056,graduate school,Advanced,29,image,1,1,9.418,,Quonset hut,495,Which is a Quonset hut?
99,13445757054760930056,graduate school,Advanced,29,image,1,1,6.8,,Boyoz,550,Which is boyoz?
100,15182230491013726822,graduate school,Advanced,26,non_vis,0,1,11.535,,Erke,549,What is the exterior of the erke is wrapped in?
101,15182230491013726822,graduate school,Advanced,26,non_vis,0,1,7.533,,Erke,549,How long can an erke be?
102,15182230491013726822,graduate school,Advanced,26,non_vis,0,2,7.73,,Detroit-style pizza,161,What is the traditional shape of a Detroit-style pizza?
103,15182230491013726822,graduate school,Advanced,26,non_vis,0,2,7.687,,Detroit-style pizza,161,Where is the sauce placed in a Detroit-style pizza?
104,15182230491013726822,graduate school,Advanced,26,vis,0,1,21.177,0,Erke,549,Where are erkes used?
105,15182230491013726822,graduate school,Advanced,26,vis,1,1,6.372,0,Erke,549,When is the erke traditionally played?
106,15182230491013726822,graduate school,Advanced,26,vis,0,2,9,1,Detroit-style pizza,161,When was the Detroit-style pizza developed?
107,15182230491013726822,graduate school,Advanced,26,vis,1,2,9.308,0,Detroit-style pizza,161,What type of cheese is used in Detroit-style pizza?
108,15182230491013726822,graduate school,Advanced,26,image,1,1,15.216,,Erke,549,Which is an example of an erke?
109,15182230491013726822,graduate school,Advanced,26,image,1,2,6.693,,Detroit-style pizza,161,What is an example of a Detroit-style pizza?
110,5787909298195678185,high school,Advanced,53,non_vis,1,3,11.747,,Totem pole,556,How tall can totem poles be?
111,5787909298195678185,high school,Advanced,53,non_vis,0,3,11.784,,Totem pole,556,How are characters in stories such as family legends or notable events represented on the totem pole?
112,5787909298195678185,high school,Advanced,53,non_vis,1,2,7.918,,Fluorite,739,What are common colors of flurite?
113,5787909298195678185,high school,Advanced,53,non_vis,0,2,6.755,,Fluorite,739,What are common colors of flurite?
114,5787909298195678185,high school,Advanced,53,vis,0,3,9.695,0,Totem pole,556,What type of trees are totem poles usually made from?
115,5787909298195678185,high school,Advanced,53,vis,0,3,9.921,1,Totem pole,556,The linear representation of the figures on the totem pole places importance on the highest figure.
116,5787909298195678185,high school,Advanced,53,vis,0,2,6.741,0,Fluorite,739,What is an industrial use of fluorite?
117,5787909298195678185,high school,Advanced,53,vis,0,2,6.741,0,Fluorite,739,Where is the largest deposit of fluorite?
118,5787909298195678185,high school,Advanced,53,image,1,3,13.91,,Totem pole,556,Which is a totem pole?
119,5787909298195678185,high school,Advanced,53,image,0,2,10.305,,Fluorite,739,Which is an example of fluorite?
120,5231020820006651953,graduate school,Advanced,56,non_vis,1,1,23.795,,Eucomis,867,The eucomis has foliage on top which makes it resemble a pineapple
121,5231020820006651953,graduate school,Advanced,56,non_vis,0,1,12.292,,Eucomis,867,What is the shape of eucomis flowers
122,5231020820006651953,graduate school,Advanced,56,non_vis,1,3,13.048,,Monet,506,What was specific to the style of Monet and his fellow Impressionists?
123,5231020820006651953,graduate school,Advanced,56,non_vis,1,3,8.346,,Monet,506,Did Monet predominantly use primary colors?
124,5231020820006651953,graduate school,Advanced,56,vis,0,1,12.617,1,Eucomis,867,In which period does the eucomis flower?
125,5231020820006651953,graduate school,Advanced,56,vis,1,1,13.186,1,Eucomis,867,Does Eucomis grow in dry regions?
126,5231020820006651953,graduate school,Advanced,56,vis,0,3,24.48,0,Monet,506,What art movement did Monet found?
127,5231020820006651953,graduate school,Advanced,56,vis,1,3,13.27,0,Monet,506,What is the subject of some of Monet's best-known works?
128,5231020820006651953,graduate school,Advanced,56,image,0,1,21.081,,Eucomis,867,Which of these is an Eucomis?
129,5231020820006651953,graduate school,Advanced,56,image,1,3,12.742,,Monet,506,Which is a Monet painting?
130,4638991751335331312,graduate school,Advanced,41,non_vis,0,3,18.66,,Taj Mahal,833,The design of the Taj Mahal is completely symmetrical on all sides of the building.
131,4638991751335331312,graduate school,Advanced,41,non_vis,0,3,7.219,,Taj Mahal,833,How many minarets does the Taj Mahal have?
132,4638991751335331312,graduate school,Advanced,41,non_vis,1,3,8.478,,Blue whale,389,What is one of the distinguishing features of blue whales?
133,4638991751335331312,graduate school,Advanced,41,non_vis,1,3,6.074,,Blue whale,389,How many blowholes does the blue whale have?
134,4638991751335331312,graduate school,Advanced,41,vis,1,3,7.109,1,Taj Mahal,833,In what city is the Taj Mahal located?
135,4638991751335331312,graduate school,Advanced,41,vis,1,3,6.45,1,Taj Mahal,833,What material is the Taj Mahal dome made of?
136,4638991751335331312,graduate school,Advanced,41,vis,1,3,8.798,0,Blue whale,389,What does a blue whale's diet mostly consist of?
137,4638991751335331312,graduate school,Advanced,41,vis,1,3,6.189,0,Blue whale,389,Is blue whale the largest species of whale?
138,4638991751335331312,graduate school,Advanced,41,image,0,3,12.526,,Taj Mahal,833,Which is not part of the Taj Mahal?
139,4638991751335331312,graduate school,Advanced,41,image,0,3,12.347,,Blue whale,389,Which is (part of) the skelleton of a blue whale?
140,6905638740888537604,high school,Advanced,69,non_vis,0,1,16.863,,Leafy seadragon,307,What do leafy seadragons feed on?
141,6905638740888537604,high school,Advanced,69,non_vis,1,1,11.055,,Leafy seadragon,307,What color is the leafy seadragon?
142,6905638740888537604,high school,Advanced,69,non_vis,0,3,18.72,,Arc de Triomf,609,Which material is the Arc de Triompf built with?
143,6905638740888537604,high school,Advanced,69,non_vis,0,3,8.397,,Arc de Triomf,609,What is the material of the sculture in the main frieze
144,6905638740888537604,high school,Advanced,69,vis,1,1,9.698,0,Leafy seadragon,307,Where can the leafy seadragon be found?
145,6905638740888537604,high school,Advanced,69,vis,0,1,9.813,1,Leafy seadragon,307,What is a distinguished characteristic of the Leafy Seadragon?
146,6905638740888537604,high school,Advanced,69,vis,0,3,7.814,1,Arc de Triomf,609,In which occasion was the Arc de Triompf built?
147,6905638740888537604,high school,Advanced,69,vis,1,3,9.238,0,Arc de Triomf,609,Which one is the Arc de Triompf's architectonic style?
148,6905638740888537604,high school,Advanced,69,image,1,1,16.317,,Leafy seadragon,307,Which is a leafy seadragon?
149,6905638740888537604,high school,Advanced,69,image,1,3,16.111,,Arc de Triomf,609,Which of these is Barcelona's Arc de Triompf?
150,3652665286012256274,graduate school,Advanced,26,non_vis,1,1,42.048,,Imperial Crown of the Holy Roman Empire,305,How many hinged plates construct the base of the crown?
151,3652665286012256274,graduate school,Advanced,26,non_vis,0,1,10.658,,Imperial Crown of the Holy Roman Empire,305,Are the gemstones cut into facets or round-shaped?
152,3652665286012256274,graduate school,Advanced,26,non_vis,0,1,32.933,,Olmec colossal heads,604,How is the nose of a typical Olmec Head?
153,3652665286012256274,graduate school,Advanced,26,non_vis,1,1,10.442,,Olmec colossal heads,604,In which material were the Olmenc Heads carved?
154,3652665286012256274,graduate school,Advanced,26,vis,0,1,12.125,0,Imperial Crown of the Holy Roman Empire,305,When was the Crown of the  Holy Roman Empire made?
155,3652665286012256274,graduate school,Advanced,26,vis,1,1,20.539,1,Imperial Crown of the Holy Roman Empire,305,Where is the crown being kept?
156,3652665286012256274,graduate school,Advanced,26,vis,1,1,8.838,1,Olmec colossal heads,604,Who are the preople represented in the Olmec heads?
157,3652665286012256274,graduate school,Advanced,26,vis,1,1,12.145,0,Olmec colossal heads,604,In which Mexican region you can find most of the Olmec heads?
158,3652665286012256274,graduate school,Advanced,26,image,1,1,11.275,,Imperial Crown of the Holy Roman Empire,305,Which of these is the IMperial Crown of the Holy Roman Empire?
159,3652665286012256274,graduate school,Advanced,26,image,1,1,12.37,,Olmec colossal heads,604,Which of these is a Olmec Head?
160,16647657259695163742,graduate school,,31,non_vis,1,1,53.831,,Suspiro de limeÃ±a,334,What is the color of the cream in the Suspiro de limeÃ±a?
161,16647657259695163742,graduate school,,31,non_vis,1,1,15.776,,Suspiro de limeÃ±a,334,Which spice is sprinkled on top of the Suspiro de limeÃ±a?
162,16647657259695163742,graduate school,,31,non_vis,0,1,36.835,,Ketupat,220,Which is the shape Ketupat  Dumplings?
163,16647657259695163742,graduate school,,31,non_vis,1,1,7.51,,Ketupat,220,Ketupat is rice wrapped which with type of leaves?
164,16647657259695163742,graduate school,,31,vis,1,1,8.536,,Suspiro de limeÃ±a,334,The merengue in the top layer is made of egg white and which other ingredient?
165,16647657259695163742,graduate school,,31,vis,1,1,13.351,,Suspiro de limeÃ±a,334,"The Suspiro de limeÃ±a
is characteristic of which city?"
166,16647657259695163742,graduate school,,31,vis,1,1,38.227,0,Ketupat,220,Ketupat is used in Bali for temple decorations.
167,16647657259695163742,graduate school,,31,vis,1,1,6.529,0,Ketupat,220,"The Ketupat
is characteristic of which region?"
168,16647657259695163742,graduate school,,31,image,1,1,10.937,,Suspiro de limeÃ±a,334,Which of these desserts is a Suspiro de limeÃ±a?
169,16647657259695163742,graduate school,,31,image,1,1,10.806,,Ketupat,220,Which of these is a plate of Ketupat?
170,4420124294564562972,college,Advanced,55,non_vis,0,1,31.117,,Hector's dolphin,482,What is the most distinctive feature of Hector's dolphins?
171,4420124294564562972,college,Advanced,55,non_vis,1,1,11.728,,Hector's dolphin,482,How many white stripes are on the skin of newborn Hector's dolphins?
172,4420124294564562972,college,Advanced,55,non_vis,1,1,20.385,,Asarum,849,What is the characteristic shape of Asarum leaves?
173,4420124294564562972,college,Advanced,55,non_vis,0,1,16.901,,Asarum,849,What color are the axillary flowers of Asarum plants?
174,4420124294564562972,college,Advanced,55,vis,0,1,11.453,1,Hector's dolphin,482,Where are Hector's dolphins endemic to?
175,4420124294564562972,college,Advanced,55,vis,1,1,7.558,0,Hector's dolphin,482,Which subspecies of Hector's dolphins is more numerous?
176,4420124294564562972,college,Advanced,55,vis,0,1,13.283,0,Asarum,849,What is the common name of Asarum?
177,4420124294564562972,college,Advanced,55,vis,0,1,12.104,1,Asarum,849,What sort of soil does wild ginger favor?
178,4420124294564562972,college,Advanced,55,image,1,1,16.912,,Hector's dolphin,482,Which of these is a Hector's dolphin?
179,4420124294564562972,college,Advanced,55,image,1,1,17.208,,Asarum,849,Which of these is an Asarum plant?
180,13555197578714107080,graduate school,Advanced,34,non_vis,0,1,23.516,,La Scapigliata,592,The eyes of the woman depicted are wide open
181,13555197578714107080,graduate school,Advanced,34,non_vis,1,1,4.127,,La Scapigliata,592,Which part of the painting is actually finished?
182,13555197578714107080,graduate school,Advanced,34,non_vis,0,1,4.76,,Children's Peace Monument,818,Which material is the crane hanging beneath the main structure of the monument?
183,13555197578714107080,graduate school,Advanced,34,non_vis,1,1,3.803,,Children's Peace Monument,818,What are the figures surrounding the monument?
184,13555197578714107080,graduate school,Advanced,34,vis,1,1,5.606,1,La Scapigliata,592,"When was ""La Scapigliata"" painted?"
185,13555197578714107080,graduate school,Advanced,34,vis,1,1,4.596,1,La Scapigliata,592,Who is the painting attributed to?
186,13555197578714107080,graduate school,Advanced,34,vis,0,1,3.731,0,Children's Peace Monument,818,Where is the Children's Peace Monument located?
187,13555197578714107080,graduate school,Advanced,34,vis,1,1,4.621,0,Children's Peace Monument,818,What was the statue unveiled?
188,13555197578714107080,graduate school,Advanced,34,image,0,1,15.019,,La Scapigliata,592,"Which of these paintings is ""La Scapigliata""?"
189,13555197578714107080,graduate school,Advanced,34,image,0,1,10.088,,Children's Peace Monument,818,Which of these is the Children's Peace Monument?
190,7927731493258675003,PhD,Upper-Intermediate,31,non_vis,1,1,18.896,,Gayer-Anderson cat,505,What is sculpted on the staute's forehead?
191,7927731493258675003,PhD,Upper-Intermediate,31,non_vis,0,1,17.22,,Gayer-Anderson cat,505,Which is the material of the statue's ornaments?
192,7927731493258675003,PhD,Upper-Intermediate,31,non_vis,0,1,20.646,,Leshan Giant Buddha,433,What kind of cliff face is the Leshan Giant Buddha carved out of?
193,7927731493258675003,PhD,Upper-Intermediate,31,non_vis,0,1,15.779,,Leshan Giant Buddha,433,Where does the Leshan Giant Buddha sit?
194,7927731493258675003,PhD,Upper-Intermediate,31,vis,1,1,10.613,0,Gayer-Anderson cat,505,Which egyptian deity does the statue represent?
195,7927731493258675003,PhD,Upper-Intermediate,31,vis,1,1,12.514,1,Gayer-Anderson cat,505,Which museum is now hosting the statue?
196,7927731493258675003,PhD,Upper-Intermediate,31,vis,0,1,15.043,1,Leshan Giant Buddha,433,Why did Hai Tong decide to construct the Leshan Giant Buddha in its present location?
197,7927731493258675003,PhD,Upper-Intermediate,31,vis,1,1,12.382,0,Leshan Giant Buddha,433,What is the only part of the Leshan Giant Buddha's body that is NOT made of stone?
198,7927731493258675003,PhD,Upper-Intermediate,31,image,1,1,24.933,,Gayer-Anderson cat,505,Which of these is the Gayer-Anderson cat?
199,7927731493258675003,PhD,Upper-Intermediate,31,image,1,1,11.838,,Leshan Giant Buddha,433,Which is the Leshan Giant Buddha?
200,582029455779643852,college,Advanced,20,non_vis,0,1,30.035,,Heracleum maximum,711,Which adjective describes the stems of cow parsnip?
201,582029455779643852,college,Advanced,20,non_vis,1,1,19.219,,Heracleum maximum,711,Which characteristic of the carrot family does Heracleum maximum possess?
202,582029455779643852,college,Advanced,20,non_vis,0,1,13.25,,Java sparrow,41,What color is the java sparrow's eye-ring?
203,582029455779643852,college,Advanced,20,non_vis,0,1,13.25,,Java sparrow,41,What color is the java sparrow's belly?
204,582029455779643852,college,Advanced,20,vis,0,1,14.48,0,Heracleum maximum,711,What is another name for Heracleum maximum?
205,582029455779643852,college,Advanced,20,vis,0,1,12.155,0,Heracleum maximum,711,Heracleum maximum is used as a pasture plant for which animal species?
206,582029455779643852,college,Advanced,20,vis,1,1,11.332,1,Java sparrow,41,The java sparrow lays up to how many eggs?
207,582029455779643852,college,Advanced,20,vis,0,1,11.59,1,Java sparrow,41,The java sparrow lays up to how many eggs?
208,582029455779643852,college,Advanced,20,image,0,1,26.269,,Heracleum maximum,711,Which of these is a Heracleum maximum plant?
209,582029455779643852,college,Advanced,20,image,0,1,17.545,,Java sparrow,41,Which of these is a java sparrow?
210,15181297826445086008,graduate school,Advanced,47,non_vis,1,1,52.683,,Aerodramus,472,Which aspect of Aerodramus swiflets allows them to have fast flight?
211,15181297826445086008,graduate school,Advanced,47,non_vis,0,1,21.123,,Aerodramus,472,"What color are the ""armpits"" of Aerodramus swiflets?"
212,15181297826445086008,graduate school,Advanced,47,non_vis,0,2,13.086,,One Worldwide Plaza,716,What is located at the top of One Worldwide Plaza?
213,15181297826445086008,graduate school,Advanced,47,non_vis,0,2,12.56,,One Worldwide Plaza,716,What material makes up the tower facade?
214,15181297826445086008,graduate school,Advanced,47,vis,1,1,15.328,0,Aerodramus,472,Which type of region are Aerodramus swiflets confined to?
215,15181297826445086008,graduate school,Advanced,47,vis,0,1,11.233,1,Aerodramus,472,What distinguishes Aerodramus swiflets from other birds?
216,15181297826445086008,graduate school,Advanced,47,vis,1,2,8.457,1,One Worldwide Plaza,716,In which New York City neighborhood is One Worldwide Plaza located?
217,15181297826445086008,graduate school,Advanced,47,vis,0,2,11.64,0,One Worldwide Plaza,716,When was the Worldwide Plaza complex completed?
218,15181297826445086008,graduate school,Advanced,47,image,1,1,31.424,,Aerodramus,472,Which of these is an Aerodramus swiflet?
